GeneID	IDG	CYTO_NUC	ER_GOLGI	MitoCarta	MitoCarta_Pathways	SurfaceLabel	CellMembrane	MATRISOME	SECRETED	glycomineN	glycomineO	IO	GeneSymbol
121512	Tbio	CYTOPLASM	GOLGI										FGD4
121536	Tbio	NUCLEUS											AEBP2
121549	Tdark												ASCL4
121551	Tdark					nonsurface							BTBD11
121599	Tbio	NUCLEUS											SPIC
121601	Tbio						Cell Membrane						ANO4
121642	Tbio	NUCLEUS											ALKBH2
121643	Tbio	NUCLEUS											FOXN4
121665	Tbio		GOLGI			nonsurface							SPPL3
121793	Tdark												TEX29
121952	Tdark												METTL21EP
122011	Tdark	BOTH											CSNK1A1L
122042	Tbio					surface	Cell Membrane				O		RXFP2
122046	Tdark	CYTOPLASM											TEX26
122060	Tdark	CYTOPLASM									O		SLAIN1
122183	Tdark												PRR20A
122258	Tdark								SECRETED	N			SPACA7
122402	Tbio	BOTH											TDRD9
122416	Tdark												ANKRD9
122481	Tbio												AK7
122509	Tdark					nonsurface							IFI27L1
122525	Tdark												C14orf28
122553	Tdark		ENDORETICULUM										TRAPPC6B
122616	Tdark	CYTOPLASM											C14orf79
122618	Tbio	NUCLEUS	ENDORETICULUM										PLD4
122622	Tbio	CYTOPLASM											ADSSL1
122651	Tdark								SECRETED	N			RNASE11
122664	Tdark												TPPP2
122665	Tbio								SECRETED				RNASE8
122704	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL52
122706	Tbio	BOTH									O		PSMB11
122740	Tdark					surface	Cell Membrane						OR4K14
122742	Tdark					surface	Cell Membrane						OR4L1
122748	Tdark					surface	Cell Membrane						OR11H6
122769	Tbio												LRR1
122773	Tbio												KLHDC1
122786	Tbio	CYTOPLASM					Cell Membrane						FRMD6
122809	Tbio												SOCS4
122830	Tbio	BOTH											NAA30
122876	Tbio	CYTOPLASM							SECRETED	N			GPHB5
122945	Tdark												NOXRED1
122953	Tbio	NUCLEUS											JDP2
122961	Tbio			Matrix	Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins								ISCA2
122970	Tbio												ACOT4
123016	Tbio						Cell Membrane						TTC8
123036	Tdark	NUCLEUS											TC2N
123041	Tbio	CYTOPLASM				surface							SLC24A4
123096	Tbio			MIM	Metabolism > Amino acid metabolism > Lysine metabolism | Small molecule transport > SLC25A family								SLC25A29
123099	Tbio					nonsurface							DEGS2
123103	Tdark												KLHL33
123169	Tbio	NUCLEUS											LEO1
123207	Tdark												C15orf40
123228	Tchem												SENP8
123263	Tbio			Matrix	Mitochondrial central dogma > Translation > fMet processing | Metabolism > Vitamin metabolism > Folate and 1-C metabolism								MTFMT
123264	Tbio					surface	Cell Membrane						SLC51B
123283	Tbio	BOTH											TARSL2
123346	Tdark												HIGD2B
123355	Tdark												LRRC28
123591	Tdark						Cell Membrane						TMEM266
123606	Tbio					nonsurface	Cell Membrane						NIPA1
123624	Tdark												AGBL1
123688	Tbio												HYKK
123720	Tbio	CYTOPLASM											WHAMM
123722	Tdark	NUCLEUS											FSD2
123745	Tbio	CYTOPLASM				nonsurface							PLA2G4E
123775	Tdark	NUCLEUS											C16orf46
123787	Tdark												PRSS29P
123803	Tbio	BOTH											NTAN1
123811	Tbio	NUCLEUS											FOPNL
123872	Tbio	CYTOPLASM											DNAAF1
123876	Tbio			Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism								ACSM2A
123879	Tdark												DCUN1D3
123904	Tdark					surface	Cell Membrane						NRN1L
123920	Tbio	CYTOPLASM				nonsurface							CMTM3
123970	Tdark	NUCLEUS											C16orf78
124044	Tdark												SPATA2L
124045	Tdark	BOTH											SPATA33
124056	Tbio						Cell Membrane						NOXO1
124093	Tbio						Cell Membrane						CCDC78
124149	Tdark												ANKRD26P1
124152	Tdark												IQCK
124220	Tbio								SECRETED	N			ZG16B
124222	Tdark					nonsurface							PAQR4
124245	Tdark										O		ZC3H18
124274	Tchem					surface	Cell Membrane						GPR139
124359	Tchem	NUCLEUS				nonsurface							CDYL2
124401	Tbio												ANKS3
124402	Tdark												UBALD1
124404	Tbio	NUCLEUS											SEPT12
124411	Tdark												ZNF720
124446	Tdark					surface	Cell Membrane						TMEM219
124454	Tbio			Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases								EARS2
124460	Tdark						Cell Membrane			N			SNX20
124491	Tdark												TMEM170A
124512	Tdark	BOTH											METTL23
124535	Tbio	NUCLEUS											HSF5
124538	Tdark					surface	Cell Membrane						OR4D2
124540	Tbio	BOTH											MSI2
124565	Tdark		GOLGI			nonsurface							SLC38A10
124583	Tbio					nonsurface							CANT1
124590	Tbio						Cell Membrane						USH1G
124599	Tbio						Cell Membrane						CD300LB
124602	Tdark												KIF19
124626	Tbio	NUCLEUS							SECRETED	N			ZPBP2
124637	Tdark												CYB5D1
124641	Tdark	BOTH											OVCA2
124739	Tdark												USP43
124751	Tdark												KRBA2
124773	Tdark												C17orf64
124783	Tdark												SPATA32
124790	Tbio	BOTH											HEXIM2
124801	Tbio												LSM12
124808	Tdark												CCDC43
124817	Tbio												CNTD1
124842	Tdark					surface							TMEM132E
124857	Tbio							ASSOCIATED	SECRETED	N			WFIKKN2
124872	Tbio					nonsurface							B4GALNT2
124912	Tbio					nonsurface			SECRETED	N			SPACA3
124925	Tdark		ENDORETICULUM			surface	Cell Membrane			N			SEZ6
124930	Tdark	CYTOPLASM					Cell Membrane						ANKRD13B
124935	Tbio					surface							SLC43A2
124936	Tdark								SECRETED				CYB5D2
124944	Tdark												C17orf49
124961	Tdark	NUCLEUS											ZFP3
124975	Tbio					nonsurface							GGT6
124976	Tbio					surface							SPNS2
124989	Tdark												EFCAB13
124995	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL10
124997	Tbio		GOLGI										WDR81
125058	Tbio												TBC1D16
125061	Tbio	BOTH											AFMID
125111	Tbio						Cell Membrane						GJD3
125113	Tbio										O		KRT222
125115	Tbio												KRT40
125144	Tdark												LRRC75A-AS1
125150	Tbio	NUCLEUS											ZSWIM7
125170	Tbio			MOM	Mitochondrial dynamics and surveillance > Fission	nonsurface							MIEF2
125206	Tbio					surface	Cell Membrane						SLC5A10
125228	Tdark	CYTOPLASM		MIM	0	nonsurface							FAM210A
125336	Tbio												LOXHD1
125476	Tdark												INO80C
125488	Tdark												TTC39C
125704	Tdark					nonsurface							FAM69C
125875	Tdark												CLDND2
125893	Tdark	NUCLEUS											ZNF816
125919	Tdark	NUCLEUS											ZNF543
125931	Tdark					surface							CEACAM20
125950	Tbio	BOTH											RAVER1
125958	Tbio					surface	Cell Membrane						OR7D4
125962	Tdark					surface	Cell Membrane						OR7G1
125963	Tdark					surface	Cell Membrane						OR1M1
125965	Tdark			MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits								COX6B2
125972	Tbio												CALR3
125981	Tbio		ENDORETICULUM			nonsurface							ACER1
125988	Tbio			MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex								C19orf70
125997	Tdark	NUCLEUS											MBD3L2
126003	Tdark		ENDORETICULUM										TRAPPC5
126006	Tdark												PCP2
126014	Tbio						Cell Membrane		SECRETED	N			OSCAR
126017	Tdark	NUCLEUS											ZNF813
126068	Tdark	NUCLEUS											ZNF441
126069	Tdark	NUCLEUS											ZNF491
126070	Tdark	NUCLEUS											ZNF440
126074	Tbio	NUCLEUS											SWSAP1
126075	Tdark												CCDC159
126119	Tbio					nonsurface							JOSD2
126123	Tdark												IZUMO2
126129	Tbio		ENDORETICULUM	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	nonsurface	Cell Membrane						CPT1C
126133	Tdark												ALDH16A1
126147	Tdark							CORE	SECRETED	N			NTN5
126204	Tdark												NLRP13
126205	Tdark	CYTOPLASM											NLRP8
126206	Tbio												NLRP5
126208	Tdark	NUCLEUS											ZNF787
126231	Tdark	NUCLEUS											ZNF573
126248	Tdark												WDR88
126259	Tbio					surface	Cell Membrane						TMIGD2
126272	Tdark	NUCLEUS											EID2B
126282	Tdark	CYTOPLASM											TNFAIP8L1
126295	Tdark	NUCLEUS											ZNF57
126298	Tdark												IRGQ
126299	Tdark												ZNF428
126306	Tdark												JSRP1
126308	Tdark												MOB3A
126321	Tdark					surface							MFSD12
126326	Tbio												GIPC3
126328	Tclin			MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits								NDUFA11
126353	Tbio												MISP
126364	Tbio	CYTOPLASM				surface							LRRC25
126370	Tdark					surface	Cell Membrane						OR1I1
126374	Tbio	NUCLEUS											WTIP
126375	Tdark	NUCLEUS											ZNF792
126382	Tbio												NR2C2AP
126393	Tbio	BOTH											HSPB6
126402	Tdark												CCDC105
126410	Tbio					nonsurface							CYP4F22
126432	Tdark												RINL
126433	Tdark												FBXO27
126520	Tbio	BOTH											PLK5
126526	Tdark												C19orf47
126541	Tdark					surface	Cell Membrane						OR10H4
126549	Tbio	BOTH											ANKLE1
126567	Tdark												C2CD4C
126626	Tbio	NUCLEUS									O		GABPB2
126637	Tbio							ASSOCIATED					TCHHL1
126638	Tbio							ASSOCIATED	SECRETED				RPTN
126661	Tdark												CCDC163P
126668	Tdark												TDRD10
126669	Tdark												SHE
126695	Tdark	CYTOPLASM											KDF1
126731	Tbio												CCSAP
126755	Tbio					surface	Cell Membrane						LRRC38
126767	Tdark												AADACL3
126789	Tdark			Matrix	Mitochondrial central dogma > Translation								PUSL1
126792	Tbio		BOTH			nonsurface							B3GALT6
126820	Tdark												WDR63
126823	Tbio												KLHDC9
126859	Tdark												AXDND1
126868	Tdark												MAB21L3
126917	Tdark												IFFO2
126961	Tbio	NUCLEUS											HIST2H3C
126969	Tbio					surface							SLC44A3
127002	Tdark												ATXN7L2
127003	Tdark												C1orf194
127018	Tbio	CYTOPLASM		unknown	Metabolism > Lipid metabolism								LYPLAL1
127059	Tdark					surface	Cell Membrane						OR2M5
127062	Tdark					surface	Cell Membrane						OR2M3
127064	Tdark					surface	Cell Membrane						OR2T12
127066	Tdark					surface	Cell Membrane						OR14C36
127068	Tdark					surface	Cell Membrane						OR2T34
127069	Tdark					surface	Cell Membrane						OR2T10
127074	Tdark					surface	Cell Membrane						OR2T4
127077	Tdark					surface	Cell Membrane						OR2T11
127124	Tbio												ATP6V1G3
127247	Tdark												ASB17
127253	Tdark	CYTOPLASM											TYW3
127254	Tdark												ERICH3
127255	Tdark												LRRIQ3
127262	Tbio	CYTOPLASM											TPRG1L
127281	Tdark	CYTOPLASM	ENDORETICULUM										FAM213B
127294	Tdark												MYOM3
127343	Tbio	NUCLEUS											DMBX1
127385	Tdark					surface	Cell Membrane						OR10J5
127391	Tdark	NUCLEUS				nonsurface							TMCO2
127396	Tdark	NUCLEUS											ZNF684
127428	Tdark	NUCLEUS											TCEANC2
127435	Tbio	CYTOPLASM						CORE	SECRETED	N			PODN
127495	Tdark												LRRC39
127534	Tbio	NUCLEUS				surface	Cell Membrane					IO	GJB4
127540	Tbio	BOTH											HMGB4
127544	Tbio	CYTOPLASM	ENDORETICULUM			nonsurface							RNF19B
127550	Tdark		GOLGI										A3GALT2
127579	Tdark												DCST2
127602	Tdark	CYTOPLASM											DNAH14
127608	Tdark												OR2AJ1
127617	Tdark												OR14L1P
127623	Tdark					surface	Cell Membrane						OR2B11
127665	Tdark	NUCLEUS											ZNF648
127670	Tdark					nonsurface							TEDDM1
127687	Tdark												C1orf122
127700	Tbio						Cell Membrane						OSCP1
127703	Tdark												C1orf216
127707	Tdark					nonsurface							KLHDC7A
127731	Tdark							CORE	SECRETED	N			VWA5B1
127733	Tdark												UBXN10
127795	Tbio												C1orf87
127829	Tbio	CYTOPLASM											ARL8A
127833	Tbio					nonsurface							SYT2
127845	Tdark		ENDORETICULUM			nonsurface							GOLT1A
127933	Tbio	BOTH	GOLGI										UHMK1
127943	Tbio	CYTOPLASM	ENDORETICULUM										FCRLB
128025	Tdark												WDR64
128061	Tdark												C1orf131
128077	Tdark	CYTOPLASM											LIX1L
128153	Tdark	CYTOPLASM											SPATA17
128178	Tbio												EDARADD
128209	Tbio	NUCLEUS											KLF17
128218	Tdark												TMEM125
128229	Tbio	CYTOPLASM											TSACC
128239	Tbio										O		IQGAP3
128240	Tbio			Matrix	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism				SECRETED				APOA1BP
128272	Tdark												ARHGEF19
128308	Tdark			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome								MRPL55
128312	Tbio	NUCLEUS											HIST3H2BB
128338	Tbio	CYTOPLASM	GOLGI			nonsurface							DRAM2
128344	Tbio	NUCLEUS											PIFO
128346	Tdark												C1orf162
128360	Tdark					surface	Cell Membrane						OR10T2
128366	Tdark					surface	Cell Membrane						OR6P1
128367	Tdark					surface	Cell Membrane						OR10X1
128368	Tdark					surface	Cell Membrane						OR10Z1
128371	Tdark					surface	Cell Membrane						OR6K6
128372	Tdark					surface	Cell Membrane						OR6N1
128387	Tdark	NUCLEUS											TATDN3
128408	Tdark	NUCLEUS									O		BHLHE23
128414	Tdark					nonsurface	Cell Membrane						NKAIN4
128434	Tdark	CYTOPLASM											VSTM2L
128486	Tdark					nonsurface							FITM2
128488	Tdark								SECRETED				WFDC12
128497	Tbio												SPATA25
128506	Tdark												OCSTAMP
128553	Tbio	NUCLEUS											TSHZ2
128602	Tdark												C20orf85
128611	Tdark												ZNF831
128637	Tbio		ENDORETICULUM			nonsurface					O		TBC1D20
128646	Tdark								SECRETED	N			SIRPD
128653	Tdark					nonsurface							C20orf141
128674	Tchem					surface	Cell Membrane						PROKR2
128710	Tdark												SLX4IP
128817	Tdark							ASSOCIATED	SECRETED	N			CSTL1
128820	Tdark												CST9LP1
128821	Tdark							ASSOCIATED	SECRETED	N			CST9L
128822	Tbio							ASSOCIATED	SECRETED				CST9
128826	Tdark												MIR1-1HG
128853	Tbio						Cell Membrane						DUSP15
128854	Tdark	NUCLEUS											TSPY26P
128859	Tdark								SECRETED	N			BPIFB6
128861	Tdark								SECRETED	N			BPIFA3
128864	Tdark												C20orf144
128866	Tbio	BOTH											CHMP4B
128869	Tbio					nonsurface							PIGU
128876	Tdark												FAM83C
128954	Tdark												GAB4
128977	Tdark												C22orf39
128989	Tbio		GOLGI										TANGO2
129025	Tdark	NUCLEUS											ZNF280A
129049	Tbio	CYTOPLASM	GOLGI										SGSM1
129080	Tdark		BOTH					CORE	SECRETED				EMID1
129138	Tbio	BOTH											ANKRD54
129285	Tdark												PPP1R21
129293	Tbio					surface	Cell Membrane			N			TRABD2A
129303	Tbio					surface	Cell Membrane						TMEM150A
129401	Tbio										O		NUP35
129446	Tbio												XIRP2
129450	Tbio	CYTOPLASM											TYW5
129521	Tbio								SECRETED				NMS
129530	Tdark								SECRETED				LYG1
129531	Tbio												MITD1
129563	Tbio	CYTOPLASM											DIS3L2
129607	Tbio	CYTOPLASM		Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing								CMPK2
129642	Tbio					nonsurface							MBOAT2
129684	Tbio					surface							CNTNAP5
129685	Tbio	NUCLEUS									O		TAF8
129787	Tbio	CYTOPLASM				nonsurface							TMEM18
129804	Tbio							CORE	SECRETED				FBLN7
129807	Tchem	CYTOPLASM		MOM	Metabolism > Carbohydrate metabolism								NEU4
129831	Tbio	BOTH											RBM45
129852	Tdark												C2orf73
129868	Tdark												TRIM43
129880	Tbio						Cell Membrane						BBS5
129881	Tdark												CCDC173
130013	Tbio	CYTOPLASM				nonsurface							ACMSD
130026	Tdark												ICA1L
130074	Tdark					nonsurface	Cell Membrane						FAM168B
130075	Tdark					surface	Cell Membrane						OR9A4
130106	Tbio												CIB4
130120	Tbio	CYTOPLASM						ASSOCIATED	SECRETED	N			REG3G
130132	Tdark						Cell Membrane						RFTN2
130162	Tdark												CLHC1
130271	Tdark	CYTOPLASM				nonsurface	Cell Membrane						PLEKHH2
130340	Tbio												AP1S3
130355	Tdark												C2orf76
130367	Tbio		ENDORETICULUM			nonsurface							SGPP2
130399	Tbio					surface							ACVR1C
130497	Tbio	NUCLEUS											OSR1
130502	Tdark												TTC32
130507	Tbio	CYTOPLASM				nonsurface							UBR3
130535	Tdark												KCTD18
130540	Tbio	CYTOPLASM											ALS2CR12
130557	Tbio	NUCLEUS											ZNF513
130560	Tdark												SPATA3
130574	Tbio	CYTOPLASM							SECRETED	N			LYPD6
130576	Tdark					surface	Cell Membrane			N			LYPD6B
130589	Tbio	CYTOPLASM											GALM
130612	Tdark					nonsurface	Cell Membrane						TMEM198
130617	Tbio		ENDORETICULUM										ZFAND2B
130733	Tdark					surface							TMEM178A
130749	Tdark								SECRETED	N			CPO
130752	Tdark												MDH1B
130813	Tdark												C2orf50
130814	Tdark					nonsurface							PQLC3
130827	Tdark					surface							TMEM182
130872	Tdark												AHSA2
130888	Tdark												FBXO36
130916	Tbio			Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly								MTERF4
130940	Tdark												CCDC148
130951	Tdark	CYTOPLASM											M1AP
131034	Tbio												CPNE4
131076	Tdark			IMS	0								CCDC58
131096	Tclin					nonsurface							KCNH8
131118	Tbio			MIM	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	nonsurface							DNAJC19
131149	Tbio							CORE	SECRETED				OTOL1
131177	Tbio								SECRETED	N			FAM3D
131368	Tbio					surface		CORE					ZPLD1
131375	Tbio	NUCLEUS							SECRETED				LYZL4
131377	Tbio	CYTOPLASM											KLHL40
131405	Tbio												TRIM71
131408	Tdark								SECRETED	N			FAM131A
131450	Tbio					surface	Cell Membrane		SECRETED	N			CD200R1
131474	Tbio			IMS	Protein import, sorting and homeostasis > Protein import and sorting > MIA40								CHCHD4
131540	Tdark		BOTH										ZDHHC19
131544	Tdark												CRYBG3
131566	Tbio					surface				N			DCBLD2
131578	Tbio					surface					O		LRRC15
131583	Tdark												FAM43A
131601	Tdark					surface							TPRA1
131616	Tdark					nonsurface							TMEM42
131669	Tbio												UROC1
131831	Tdark												ERICH6
131870	Tbio	BOTH											NUDT16
131873	Tbio							CORE	SECRETED				COL6A6
131890	Tchem												GRK7
131909	Tdark	NUCLEUS											FAM172BP
131920	Tdark												TMEM207
131965	Tdark												METTL6
132001	Tbio			MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism								TAMM41
132014	Tdark	CYTOPLASM				surface	Cell Membrane		SECRETED	N			IL17RE
132112	Tbio					nonsurface	Cell Membrane						RTP1
132141	Tdark					nonsurface							IQCF1
132158	Tbio	CYTOPLASM	GOLGI	Matrix	Metabolism > Carbohydrate metabolism								GLYCTK
132160	Tdark	NUCLEUS											PPM1M
132200	Tdark												C3orf49
132203	Tdark												SNTN
132204	Tbio					surface	Cell Membrane						SYNPR
132228	Tdark					nonsurface							LSMEM2
132243	Tbio	BOTH											H1FOO
132299	Tbio			unknown	Signaling								OCIAD2
132320	Tdark												SCLT1
132321	Tdark												C4orf33
132332	Tdark								SECRETED				TMEM155
132430	Tdark	BOTH											PABPC4L
132612	Tbio	BOTH											ADAD1
132625	Tbio	BOTH											ZFP42
132660	Tbio	NUCLEUS									O		LIN54
132671	Tbio	CYTOPLASM											SPATA18
132720	Tdark		GOLGI			nonsurface							C4orf32
132724	Tdark					surface	Cell Membrane			N			TMPRSS11B
132789	Tbio	BOTH											GNPDA2
132851	Tbio	BOTH											SPATA4
132864	Tbio	BOTH											CPEB2
132884	Tbio	BOTH				surface	Cell Membrane						EVC2
132946	Tdark												ARL9
132949	Tdark												AASDH
132954	Tbio												PDCL2
132989	Tdark												C4orf36
